market,hour,change_native,count,requested_date_hours,reports_per_requested_date_hour
toronto,5,2to4,0,114,0.0
toronto,5,ge4,0,114,0.0
toronto,5,unknown,0,114,0.0
toronto,6,lt1,20,114,0.17543859649122806
toronto,6,1to2,5,114,0.043859649122807015
toronto,6,2to4,0,114,0.0
toronto,6,ge4,0,114,0.0
toronto,6,unknown,0,114,0.0
toronto,7,lt1,18,114,0.15789473684210525
toronto,7,1to2,4,114,0.03508771929824561
toronto,7,2to4,0,114,0.0
toronto,7,ge4,0,114,0.0
toronto,7,unknown,0,114,0.0
toronto,8,lt1,10,114,0.08771929824561403
toronto,8,1to2,5,114,0.043859649122807015
toronto,8,2to4,0,114,0.0
toronto,8,ge4,1,114,0.008771929824561403
toronto,8,unknown,0,114,0.0
toronto,9,lt1,8,114,0.07017543859649122
toronto,9,1to2,4,114,0.03508771929824561
toronto,9,2to4,3,114,0.02631578947368421
toronto,9,ge4,0,114,0.0
toronto,9,unknown,0,114,0.0
toronto,10,lt1,8,114,0.07017543859649122
toronto,10,1to2,3,114,0.02631578947368421
toronto,10,2to4,1,114,0.008771929824561403
toronto,10,ge4,0,114,0.0
toronto,10,unknown,0,114,0.0
toronto,11,lt1,14,114,0.12280701754385964
toronto,11,1to2,9,114,0.07894736842105263
toronto,11,2to4,1,114,0.008771929824561403
toronto,11,ge4,0,114,0.0
toronto,11,unknown,0,114,0.0
toronto,12,lt1,10,114,0.08771929824561403
toronto,12,1to2,4,114,0.03508771929824561
toronto,12,2to4,2,114,0.017543859649122806
toronto,12,ge4,0,114,0.0
toronto,12,unknown,0,114,0.0
toronto,13,lt1,12,114,0.10526315789473684
toronto,13,1to2,9,114,0.07894736842105263
toronto,13,2to4,0,114,0.0
toronto,13,ge4,0,114,0.0
toronto,13,unknown,0,114,0.0
toronto,14,lt1,12,114,0.10526315789473684
toronto,14,1to2,3,114,0.02631578947368421
toronto,14,2to4,3,114,0.02631578947368421
toronto,14,ge4,0,114,0.0
toronto,14,unknown,0,114,0.0
toronto,15,lt1,14,114,0.12280701754385964
toronto,15,1to2,5,114,0.043859649122807015
toronto,15,2to4,2,114,0.017543859649122806
toronto,15,ge4,1,114,0.008771929824561403
toronto,15,unknown,0,114,0.0
toronto,16,lt1,11,114,0.09649122807017543
toronto,16,1to2,5,114,0.043859649122807015
toronto,16,2to4,2,114,0.017543859649122806
toronto,16,ge4,0,114,0.0
toronto,16,unknown,0,114,0.0
toronto,17,lt1,16,114,0.14035087719298245
toronto,17,1to2,3,114,0.02631578947368421
toronto,17,2to4,3,114,0.02631578947368421
toronto,17,ge4,0,114,0.0
toronto,17,unknown,0,114,0.0
toronto,18,lt1,9,114,0.07894736842105263
toronto,18,1to2,6,114,0.05263157894736842
toronto,18,2to4,1,114,0.008771929824561403
toronto,18,ge4,1,114,0.008771929824561403
toronto,18,unknown,0,114,0.0
toronto,19,lt1,15,114,0.13157894736842105
toronto,19,1to2,5,114,0.043859649122807015
toronto,19,2to4,0,114,0.0
toronto,19,ge4,0,114,0.0
toronto,19,unknown,0,114,0.0
toronto,20,lt1,10,114,0.08771929824561403
toronto,20,1to2,0,114,0.0
toronto,20,2to4,1,114,0.008771929824561403
toronto,20,ge4,0,114,0.0
toronto,20,unknown,0,114,0.0
toronto,21,lt1,5,114,0.043859649122807015
toronto,21,1to2,1,114,0.008771929824561403
toronto,21,2to4,0,114,0.0
toronto,21,ge4,0,114,0.0
toronto,21,unknown,0,114,0.0
toronto,22,lt1,15,114,0.13157894736842105
toronto,22,1to2,1,114,0.008771929824561403
toronto,22,2to4,0,114,0.0
toronto,22,ge4,0,114,0.0
toronto,22,unknown,0,114,0.0
toronto,23,lt1,12,114,0.10526315789473684
toronto,23,1to2,2,114,0.017543859649122806
toronto,23,2to4,0,114,0.0
toronto,23,ge4,0,114,0.0
toronto,23,unknown,0,114,0.0
