stratum,market_id,target_date,snapshot_id,captured_at_utc,local_time,minute_of_day,window,native_unit,frozen_mechanism,raw_transition_kind,raw_removed_minutes,raw_added_minutes,raw_same_minute_value_changes,served_cutoff_hour,served_high_so_far,previous_served_high_so_far,settled_high,max_captured_at_utc_used,max_prior_captured_at_utc_used,observable_recovered_rows,observable_recovered_minutes,observable_max_recovered_source_captured_at_utc,envelope_max_cutoff_hour,envelope_max_high_so_far,envelope_max_previous_high_so_far,envelope_max_delta_from_served,envelope_max_event_repaired,envelope_max_exceeds_settled_high,envelope_last_cutoff_hour,envelope_last_high_so_far,envelope_last_previous_high_so_far,envelope_last_delta_from_served,envelope_last_event_repaired,envelope_last_exceeds_settled_high,m5_m3_label_gate_cutoff_hour,m5_m3_label_gate_high_so_far,m5_m3_label_gate_previous_high_so_far,m5_m3_label_gate_delta_from_served,m5_m3_label_gate_event_repaired,m5_m3_label_gate_exceeds_settled_high,observable_no_published_at_or_after_cutoff_hour,observable_no_published_at_or_after_high_so_far,observable_no_published_at_or_after_previous_high_so_far,observable_no_published_at_or_after_delta_from_served,observable_no_published_at_or_after_event_repaired,observable_no_published_at_or_after_exceeds_settled_high
B,toronto,2026-06-17,20260617T104930-0400,2026-06-17T14:49:30.090123+00:00,10:49:29.297328,649,other,C,M5_cutoff_change,timestamp_set_changed,600,,,9,16,17,22,2026-06-17T14:49:30.090123+00:00,2026-06-17T14:48:30.242022+00:00,1,600,2026-06-17T14:48:30.242022+00:00,10,17,17,1,true,false,10,17,17,1,true,false,10,17,17,1,true,false,10,17,17,1,true,false
B,toronto,2026-06-17,20260617T111530-0400,2026-06-17T15:15:30.247019+00:00,11:15:29.491072,675,other,C,M5_cutoff_change,timestamp_set_changed,660,,,10,17,20,22,2026-06-17T15:15:30.247019+00:00,2026-06-17T15:14:29.607754+00:00,1,660,2026-06-17T15:14:29.607754+00:00,11,20,20,3,true,false,11,20,20,3,true,false,11,20,20,3,true,false,11,20,20,3,true,false
B,toronto,2026-06-17,20260617T151730-0400,2026-06-17T19:17:30.177564+00:00,15:17:29.666238,917,peak_heating_window,C,M5_cutoff_change,timestamp_set_changed,900,,,14,21,22,22,2026-06-17T19:17:30.177564+00:00,2026-06-17T19:16:32.389223+00:00,1,900,2026-06-17T19:16:32.389223+00:00,15,22,22,1,true,false,15,22,22,1,true,false,15,22,22,1,true,false,15,22,22,1,true,false
B,toronto,2026-06-17,20260617T152930-0400,2026-06-17T19:29:30.920782+00:00,15:29:30.422366,929,peak_heating_window,C,M5_cutoff_change,timestamp_set_changed,900,,,14,21,22,22,2026-06-17T19:29:30.920782+00:00,2026-06-17T19:28:30.468313+00:00,1,900,2026-06-17T19:28:30.468313+00:00,15,22,22,1,true,false,15,22,22,1,true,false,15,22,22,1,true,false,15,22,22,1,true,false
B,toronto,2026-06-19,20260619T000838-0400,2026-06-19T04:08:38.336357+00:00,00:08:38.062571,8,pre_dawn,C,M4_source_switch,timestamp_set_changed,,0,,7,16,17,22,2026-06-19T04:08:38.336357+00:00,2026-06-19T04:03:07.187128+00:00,0,,,7,16,17,0,false,false,7,16,17,0,false,false,7,16,17,0,false,false,7,16,17,0,false,false
B,toronto,2026-06-19,20260619T081257-0400,2026-06-19T12:12:57.049055+00:00,08:12:56.483315,492,other,C,M5_cutoff_change,timestamp_set_changed,480,,,7,16,17,22,2026-06-19T12:12:57.049055+00:00,2026-06-19T12:12:33.484119+00:00,1,480,2026-06-19T12:12:33.484119+00:00,8,17,17,1,true,false,8,17,17,1,true,false,8,17,17,1,true,false,8,17,17,1,true,false
B,toronto,2026-06-19,20260619T081907-0400,2026-06-19T12:19:07.776585+00:00,08:19:05.744825,499,other,C,M5_cutoff_change,timestamp_set_changed,480,,,7,16,17,22,2026-06-19T12:19:07.776585+00:00,2026-06-19T12:16:56.995292+00:00,1,480,2026-06-19T12:16:56.995292+00:00,8,17,17,1,true,false,8,17,17,1,true,false,8,17,17,1,true,false,8,17,17,1,true,false
B,toronto,2026-06-19,20260619T082257-0400,2026-06-19T12:22:57.304871+00:00,08:22:56.883138,502,other,C,M5_cutoff_change,timestamp_set_changed,480,,,7,16,17,22,2026-06-19T12:22:57.304871+00:00,2026-06-19T12:21:58.588490+00:00,1,480,2026-06-19T12:21:58.588490+00:00,8,17,17,1,true,false,8,17,17,1,true,false,8,17,17,1,true,false,8,17,17,1,true,false
B,toronto,2026-06-19,20260619T091451-0400,2026-06-19T13:14:51.241500+00:00,09:14:45.131676,554,other,C,M5_cutoff_change,timestamp_set_changed,540,,,8,17,19,22,2026-06-19T13:14:51.241500+00:00,2026-06-19T13:13:34.756207+00:00,1,540,2026-06-19T13:13:34.756207+00:00,9,19,19,2,true,false,9,19,19,2,true,false,9,19,19,2,true,false,9,19,19,2,true,false
B,toronto,2026-06-19,20260619T101532-0400,2026-06-19T14:15:32.104598+00:00,10:15:31.641454,615,other,C,M5_cutoff_change,timestamp_set_changed,600,,,9,19,20,22,2026-06-19T14:15:32.104598+00:00,2026-06-19T14:14:28.657897+00:00,1,600,2026-06-19T14:14:28.657897+00:00,10,20,20,1,true,false,10,20,20,1,true,false,10,20,20,1,true,false,10,20,20,1,true,false
B,toronto,2026-06-19,20260619T112338-0400,2026-06-19T15:23:38.442922+00:00,11:23:36.630444,683,other,C,M5_cutoff_change,timestamp_set_changed,660,,,10,20,21,22,2026-06-19T15:23:38.442922+00:00,2026-06-19T15:22:41.911704+00:00,1,660,2026-06-19T15:22:41.911704+00:00,11,21,21,1,true,false,11,21,21,1,true,false,11,21,21,1,true,false,11,21,21,1,true,false
B,toronto,2026-06-19,20260619T112938-0400,2026-06-19T15:29:38.975627+00:00,11:29:36.774376,689,other,C,M5_cutoff_change,timestamp_set_changed,660,,,10,20,21,22,2026-06-19T15:29:38.975627+00:00,2026-06-19T15:28:36.191873+00:00,1,660,2026-06-19T15:28:36.191873+00:00,11,21,21,1,true,false,11,21,21,1,true,false,11,21,21,1,true,false,11,21,21,1,true,false
B,toronto,2026-06-19,20260619T113344-0400,2026-06-19T15:33:44.948302+00:00,11:33:37.799596,693,other,C,M5_cutoff_change,timestamp_set_changed,660,,,10,20,21,22,2026-06-19T15:33:44.948302+00:00,2026-06-19T15:32:46.422794+00:00,1,660,2026-06-19T15:32:46.422794+00:00,11,21,21,1,true,false,11,21,21,1,true,false,11,21,21,1,true,false,11,21,21,1,true,false
B,toronto,2026-06-19,20260619T113941-0400,2026-06-19T15:39:41.136666+00:00,11:39:37.259343,699,other,C,M5_cutoff_change,timestamp_set_changed,660,,,10,20,21,22,2026-06-19T15:39:41.136666+00:00,2026-06-19T15:38:38.142435+00:00,1,660,2026-06-19T15:38:38.142435+00:00,11,21,21,1,true,false,11,21,21,1,true,false,11,21,21,1,true,false,11,21,21,1,true,false
B,toronto,2026-06-19,20260619T114736-0400,2026-06-19T15:47:36.445797+00:00,11:47:35.976207,707,other,C,M5_cutoff_change,timestamp_set_changed,660,,,10,20,21,22,2026-06-19T15:47:36.445797+00:00,2026-06-19T15:45:32.946873+00:00,1,660,2026-06-19T15:45:32.946873+00:00,11,21,21,1,true,false,11,21,21,1,true,false,11,21,21,1,true,false,11,21,21,1,true,false
B,toronto,2026-06-19,20260619T114927-0400,2026-06-19T15:49:27.704808+00:00,11:49:27.288693,709,other,C,M5_cutoff_change,timestamp_set_changed,660,,,10,20,21,22,2026-06-19T15:49:27.704808+00:00,2026-06-19T15:48:27.909919+00:00,1,660,2026-06-19T15:48:27.909919+00:00,11,21,21,1,true,false,11,21,21,1,true,false,11,21,21,1,true,false,11,21,21,1,true,false
B,toronto,2026-06-19,20260619T120229-0400,2026-06-19T16:02:29.453651+00:00,12:02:27.886347,722,settlement_window,C,M5_cutoff_change,timestamp_set_changed,660,,,10,20,21,22,2026-06-19T16:02:29.453651+00:00,2026-06-19T15:57:29.966434+00:00,1,660,2026-06-19T15:57:29.966434+00:00,11,21,21,1,true,false,11,21,21,1,true,false,11,21,21,1,true,false,11,21,21,1,true,false
B,toronto,2026-06-19,20260619T121439-0400,2026-06-19T16:14:39.437666+00:00,12:14:35.743821,734,settlement_window,C,M5_cutoff_change,timestamp_set_changed,720,,,11,21,22,22,2026-06-19T16:14:39.437666+00:00,2026-06-19T16:13:36.289041+00:00,1,720,2026-06-19T16:13:36.289041+00:00,12,22,22,1,true,false,12,22,22,1,true,false,12,22,22,1,true,false,12,22,22,1,true,false
B,toronto,2026-06-19,20260619T122244-0400,2026-06-19T16:22:44.443522+00:00,12:22:43.828308,742,settlement_window,C,M5_cutoff_change,timestamp_set_changed,720,,,11,21,22,22,2026-06-19T16:22:44.443522+00:00,2026-06-19T16:21:49.618685+00:00,1,720,2026-06-19T16:21:49.618685+00:00,12,22,22,1,true,false,12,22,22,1,true,false,12,22,22,1,true,false,12,22,22,1,true,false
B,toronto,2026-06-19,20260619T123345-0400,2026-06-19T16:33:45.692053+00:00,12:33:44.030698,753,settlement_window,C,M5_cutoff_change,timestamp_set_changed,720,,,11,21,22,22,2026-06-19T16:33:45.692053+00:00,2026-06-19T16:32:58.895925+00:00,1,720,2026-06-19T16:32:58.895925+00:00,12,22,22,1,true,false,12,22,22,1,true,false,12,22,22,1,true,false,12,22,22,1,true,false
B,toronto,2026-06-19,20260619T124027-0400,2026-06-19T16:40:27.624213+00:00,12:40:25.995547,760,settlement_window,C,M5_cutoff_change,timestamp_set_changed,720,,,11,21,22,22,2026-06-19T16:40:27.624213+00:00,2026-06-19T16:39:27.188051+00:00,1,720,2026-06-19T16:39:27.188051+00:00,12,22,22,1,true,false,12,22,22,1,true,false,12,22,22,1,true,false,12,22,22,1,true,false
B,toronto,2026-06-19,20260619T124228-0400,2026-06-19T16:42:28.764922+00:00,12:42:25.910604,762,settlement_window,C,M5_cutoff_change,timestamp_set_changed,720,,,11,21,22,22,2026-06-19T16:42:28.764922+00:00,2026-06-19T16:41:27.010964+00:00,1,720,2026-06-19T16:41:27.010964+00:00,12,22,22,1,true,false,12,22,22,1,true,false,12,22,22,1,true,false,12,22,22,1,true,false
B,toronto,2026-06-19,20260619T124428-0400,2026-06-19T16:44:28.917750+00:00,12:44:26.562796,764,settlement_window,C,M5_cutoff_change,timestamp_set_changed,720,,,11,21,22,22,2026-06-19T16:44:28.917750+00:00,2026-06-19T16:43:30.449345+00:00,1,720,2026-06-19T16:43:30.449345+00:00,12,22,22,1,true,false,12,22,22,1,true,false,12,22,22,1,true,false,12,22,22,1,true,false
B,toronto,2026-06-19,20260619T125126-0400,2026-06-19T16:51:26.888044+00:00,12:51:26.193383,771,settlement_window,C,M5_cutoff_change,timestamp_set_changed,720,,,11,21,22,22,2026-06-19T16:51:26.888044+00:00,2026-06-19T16:48:26.718370+00:00,1,720,2026-06-19T16:48:26.718370+00:00,12,22,22,1,true,false,12,22,22,1,true,false,12,22,22,1,true,false,12,22,22,1,true,false
B,toronto,2026-06-19,20260619T125508-0400,2026-06-19T16:55:08.400520+00:00,12:54:16.329058,774,settlement_window,C,M5_cutoff_change,timestamp_set_changed,720,,,11,21,22,22,2026-06-19T16:55:08.400520+00:00,2026-06-19T16:52:31.859334+00:00,1,720,2026-06-19T16:52:31.859334+00:00,12,22,22,1,true,false,12,22,22,1,true,false,12,22,22,1,true,false,12,22,22,1,true,false
B,toronto,2026-06-20,20260620T000839-0400,2026-06-20T04:08:39.216430+00:00,00:08:38.720363,8,pre_dawn,C,M4_source_switch,timestamp_set_changed,,0,,7,16,17,23,2026-06-20T04:08:39.216430+00:00,2026-06-20T04:05:36.884966+00:00,0,,,7,16,17,0,false,false,7,16,17,0,false,false,7,16,17,0,false,false,7,16,17,0,false,false
B,toronto,2026-06-20,20260620T101207-0400,2026-06-20T14:12:07.140568+00:00,10:12:00.107938,612,other,C,M5_cutoff_change,timestamp_set_changed,600,,,9,18,20,23,2026-06-20T14:12:07.140568+00:00,2026-06-20T14:10:53.772819+00:00,1,600,2026-06-20T14:10:53.772819+00:00,10,20,20,2,true,false,10,20,20,2,true,false,10,20,20,2,true,false,10,20,20,2,true,false
B,toronto,2026-06-20,20260620T102820-0400,2026-06-20T14:28:20.082193+00:00,10:28:19.285118,628,other,C,M5_cutoff_change,timestamp_set_changed,600,,,9,18,20,23,2026-06-20T14:28:20.082193+00:00,2026-06-20T14:26:18.716929+00:00,1,600,2026-06-20T14:26:18.716929+00:00,10,20,20,2,true,false,10,20,20,2,true,false,10,20,20,2,true,false,10,20,20,2,true,false
B,toronto,2026-06-20,20260620T103120-0400,2026-06-20T14:31:20.576314+00:00,10:31:19.880168,631,other,C,M5_cutoff_change,timestamp_set_changed,600,,,9,18,20,23,2026-06-20T14:31:20.576314+00:00,2026-06-20T14:30:17.174357+00:00,1,600,2026-06-20T14:30:17.174357+00:00,10,20,20,2,true,false,10,20,20,2,true,false,10,20,20,2,true,false,10,20,20,2,true,false
B,toronto,2026-06-20,20260620T104419-0400,2026-06-20T14:44:19.458252+00:00,10:44:18.817169,644,other,C,M5_cutoff_change,timestamp_set_changed,600,,,9,18,20,23,2026-06-20T14:44:19.458252+00:00,2026-06-20T14:43:18.826461+00:00,1,600,2026-06-20T14:43:18.826461+00:00,10,20,20,2,true,false,10,20,20,2,true,false,10,20,20,2,true,false,10,20,20,2,true,false
B,toronto,2026-06-20,20260620T104718-0400,2026-06-20T14:47:18.751822+00:00,10:47:18.113009,647,other,C,M5_cutoff_change,timestamp_set_changed,600,,,9,18,20,23,2026-06-20T14:47:18.751822+00:00,2026-06-20T14:46:19.351305+00:00,1,600,2026-06-20T14:46:19.351305+00:00,10,20,20,2,true,false,10,20,20,2,true,false,10,20,20,2,true,false,10,20,20,2,true,false
B,toronto,2026-06-20,20260620T105518-0400,2026-06-20T14:55:18.885477+00:00,10:55:18.112984,655,other,C,M5_cutoff_change,timestamp_set_changed,600,,,9,18,20,23,2026-06-20T14:55:18.885477+00:00,2026-06-20T14:53:19.059854+00:00,1,600,2026-06-20T14:53:19.059854+00:00,10,20,20,2,true,false,10,20,20,2,true,false,10,20,20,2,true,false,10,20,20,2,true,false
B,toronto,2026-06-20,20260620T111216-0400,2026-06-20T15:12:16.519602+00:00,11:12:16.021714,672,other,C,M5_cutoff_change,timestamp_set_changed,660,,,10,20,21,23,2026-06-20T15:12:16.519602+00:00,2026-06-20T15:11:18.070267+00:00,1,660,2026-06-20T15:11:18.070267+00:00,11,21,21,1,true,false,11,21,21,1,true,false,11,21,21,1,true,false,11,21,21,1,true,false
B,toronto,2026-06-20,20260620T112816-0400,2026-06-20T15:28:16.690753+00:00,11:28:16.094588,688,other,C,M5_cutoff_change,timestamp_set_changed,660,,,10,20,21,23,2026-06-20T15:28:16.690753+00:00,2026-06-20T15:27:16.498142+00:00,1,660,2026-06-20T15:27:16.498142+00:00,11,21,21,1,true,false,11,21,21,1,true,false,11,21,21,1,true,false,11,21,21,1,true,false
B,toronto,2026-06-20,20260620T113717-0400,2026-06-20T15:37:17.180599+00:00,11:37:16.662048,697,other,C,M5_cutoff_change,timestamp_set_changed,660,,,10,20,21,23,2026-06-20T15:37:17.180599+00:00,2026-06-20T15:36:17.449448+00:00,1,660,2026-06-20T15:36:17.449448+00:00,11,21,21,1,true,false,11,21,21,1,true,false,11,21,21,1,true,false,11,21,21,1,true,false
B,toronto,2026-06-20,20260620T113916-0400,2026-06-20T15:39:16.689536+00:00,11:39:16.303695,699,other,C,M5_cutoff_change,timestamp_set_changed,660,,,10,20,21,23,2026-06-20T15:39:16.689536+00:00,2026-06-20T15:38:25.163437+00:00,1,660,2026-06-20T15:38:25.163437+00:00,11,21,21,1,true,false,11,21,21,1,true,false,11,21,21,1,true,false,11,21,21,1,true,false
B,toronto,2026-06-20,20260620T131409-0400,2026-06-20T17:14:09.848723+00:00,13:14:08.859399,794,settlement_window,C,M5_cutoff_change,timestamp_set_changed,780,,,12,21,22,23,2026-06-20T17:14:09.848723+00:00,2026-06-20T17:13:06.354448+00:00,1,780,2026-06-20T17:13:06.354448+00:00,13,22,22,1,true,false,13,22,22,1,true,false,13,22,22,1,true,false,13,22,22,1,true,false
B,toronto,2026-06-20,20260620T131806-0400,2026-06-20T17:18:06.222716+00:00,13:18:05.501644,798,settlement_window,C,M5_cutoff_change,timestamp_set_changed,780,,,12,21,22,23,2026-06-20T17:18:06.222716+00:00,2026-06-20T17:17:07.704142+00:00,1,780,2026-06-20T17:17:07.704142+00:00,13,22,22,1,true,false,13,22,22,1,true,false,13,22,22,1,true,false,13,22,22,1,true,false
B,toronto,2026-06-20,20260620T132009-0400,2026-06-20T17:20:09.882525+00:00,13:20:09.287661,800,settlement_window,C,M5_cutoff_change,timestamp_set_changed,780,,,12,21,22,23,2026-06-20T17:20:09.882525+00:00,2026-06-20T17:19:06.352547+00:00,1,780,2026-06-20T17:19:06.352547+00:00,13,22,22,1,true,false,13,22,22,1,true,false,13,22,22,1,true,false,13,22,22,1,true,false
B,toronto,2026-06-20,20260620T134516-0400,2026-06-20T17:45:16.537010+00:00,13:45:16.005813,825,settlement_window,C,M5_cutoff_change,timestamp_set_changed,780,,,12,21,22,23,2026-06-20T17:45:16.537010+00:00,2026-06-20T17:44:17.224361+00:00,1,780,2026-06-20T17:44:17.224361+00:00,13,22,22,1,true,false,13,22,22,1,true,false,13,22,22,1,true,false,13,22,22,1,true,false
B,toronto,2026-06-20,20260620T141216-0400,2026-06-20T18:12:16.704697+00:00,14:12:16.166807,852,peak_heating_window,C,M5_cutoff_change,timestamp_set_changed,840,,,13,22,23,23,2026-06-20T18:12:16.704697+00:00,2026-06-20T18:11:19.351919+00:00,1,840,2026-06-20T18:11:19.351919+00:00,14,23,23,1,true,false,14,23,23,1,true,false,14,23,23,1,true,false,14,23,23,1,true,false
B,toronto,2026-06-20,20260620T142216-0400,2026-06-20T18:22:16.622517+00:00,14:22:16.163500,862,peak_heating_window,C,M5_cutoff_change,timestamp_set_changed,840,,,13,22,23,23,2026-06-20T18:22:16.622517+00:00,2026-06-20T18:20:19.830807+00:00,1,840,2026-06-20T18:20:19.830807+00:00,14,23,23,1,true,false,14,23,23,1,true,false,14,23,23,1,true,false,14,23,23,1,true,false
B,toronto,2026-06-20,20260620T142916-0400,2026-06-20T18:29:16.645737+00:00,14:29:16.184000,869,peak_heating_window,C,M5_cutoff_change,timestamp_set_changed,840,,,13,22,23,23,2026-06-20T18:29:16.645737+00:00,2026-06-20T18:28:25.135153+00:00,1,840,2026-06-20T18:28:25.135153+00:00,14,23,23,1,true,false,14,23,23,1,true,false,14,23,23,1,true,false,14,23,23,1,true,false
B,toronto,2026-06-20,20260620T143117-0400,2026-06-20T18:31:17.582139+00:00,14:31:17.096026,871,peak_heating_window,C,M5_cutoff_change,timestamp_set_changed,840,,,13,22,23,23,2026-06-20T18:31:17.582139+00:00,2026-06-20T18:30:19.961158+00:00,1,840,2026-06-20T18:30:19.961158+00:00,14,23,23,1,true,false,14,23,23,1,true,false,14,23,23,1,true,false,14,23,23,1,true,false
B,toronto,2026-06-21,20260621T091448-0400,2026-06-21T13:14:48.643662+00:00,09:14:48.160232,554,other,C,M5_cutoff_change,timestamp_set_changed,540,,,8,17,19,24,2026-06-21T13:14:48.643662+00:00,2026-06-21T13:13:50.291323+00:00,1,540,2026-06-21T13:13:50.291323+00:00,9,19,19,2,true,false,9,19,19,2,true,false,9,19,19,2,true,false,9,19,19,2,true,false
B,toronto,2026-06-21,20260621T091648-0400,2026-06-21T13:16:48.781834+00:00,09:16:48.284937,556,other,C,M5_cutoff_change,timestamp_set_changed,540,,,8,17,19,24,2026-06-21T13:16:48.781834+00:00,2026-06-21T13:15:48.688400+00:00,1,540,2026-06-21T13:15:48.688400+00:00,9,19,19,2,true,false,9,19,19,2,true,false,9,19,19,2,true,false,9,19,19,2,true,false
B,toronto,2026-06-21,20260621T111314-0400,2026-06-21T15:13:14.257221+00:00,11:13:11.984246,673,other,C,M5_cutoff_change,timestamp_set_changed,660,,,10,21,22,24,2026-06-21T15:13:14.257221+00:00,2026-06-21T15:12:14.724870+00:00,1,660,2026-06-21T15:12:14.724870+00:00,11,22,22,1,true,false,11,22,22,1,true,false,11,22,22,1,true,false,11,22,22,1,true,false
B,toronto,2026-06-21,20260621T112345-0400,2026-06-21T15:23:45.025507+00:00,11:23:41.091518,683,other,C,M5_cutoff_change,timestamp_set_changed,660,,,10,21,22,24,2026-06-21T15:23:45.025507+00:00,2026-06-21T15:22:53.729959+00:00,1,660,2026-06-21T15:22:53.729959+00:00,11,22,22,1,true,false,11,22,22,1,true,false,11,22,22,1,true,false,11,22,22,1,true,false
B,toronto,2026-06-21,20260621T112847-0400,2026-06-21T15:28:47.302793+00:00,11:28:41.114939,688,other,C,M5_cutoff_change,timestamp_set_changed,660,,,10,21,22,24,2026-06-21T15:28:47.302793+00:00,2026-06-21T15:27:47.778905+00:00,1,660,2026-06-21T15:27:47.778905+00:00,11,22,22,1,true,false,11,22,22,1,true,false,11,22,22,1,true,false,11,22,22,1,true,false
B,toronto,2026-06-21,20260621T113229-0400,2026-06-21T15:32:29.939637+00:00,11:32:09.463960,692,other,C,M5_cutoff_change,timestamp_set_changed,660,,,10,21,22,24,2026-06-21T15:32:29.939637+00:00,2026-06-21T15:31:18.177466+00:00,1,660,2026-06-21T15:31:18.177466+00:00,11,22,22,1,true,false,11,22,22,1,true,false,11,22,22,1,true,false,11,22,22,1,true,false
B,toronto,2026-06-21,20260621T114216-0400,2026-06-21T15:42:16.863467+00:00,11:42:14.181819,702,other,C,M5_cutoff_change,timestamp_set_changed,660,,,10,21,22,24,2026-06-21T15:42:16.863467+00:00,2026-06-21T15:36:07.535268+00:00,1,660,2026-06-21T15:36:07.535268+00:00,11,22,22,1,true,false,11,22,22,1,true,false,11,22,22,1,true,false,11,22,22,1,true,false
B,toronto,2026-06-21,20260621T115227-0400,2026-06-21T15:52:27.814347+00:00,11:52:23.269309,712,other,C,M5_cutoff_change,timestamp_set_changed,660,,,10,21,22,24,2026-06-21T15:52:27.814347+00:00,2026-06-21T15:43:23.091475+00:00,1,660,2026-06-21T15:43:23.091475+00:00,11,22,22,1,true,false,11,22,22,1,true,false,11,22,22,1,true,false,11,22,22,1,true,false
B,toronto,2026-06-21,20260621T131716-0400,2026-06-21T17:17:16.211192+00:00,13:17:15.832013,797,settlement_window,C,M5_cutoff_change,timestamp_set_changed,780,,,12,22,23,24,2026-06-21T17:17:16.211192+00:00,2026-06-21T17:16:16.367985+00:00,1,780,2026-06-21T17:16:16.367985+00:00,13,23,23,1,true,false,13,23,23,1,true,false,13,23,23,1,true,false,13,23,23,1,true,false
B,toronto,2026-06-21,20260621T131916-0400,2026-06-21T17:19:16.776754+00:00,13:19:16.377273,799,settlement_window,C,M5_cutoff_change,timestamp_set_changed,780,,,12,22,23,24,2026-06-21T17:19:16.776754+00:00,2026-06-21T17:18:17.531664+00:00,1,780,2026-06-21T17:18:17.531664+00:00,13,23,23,1,true,false,13,23,23,1,true,false,13,23,23,1,true,false,13,23,23,1,true,false
B,toronto,2026-06-21,20260621T132416-0400,2026-06-21T17:24:16.401615+00:00,13:24:15.801049,804,settlement_window,C,M5_cutoff_change,timestamp_set_changed,780,,,12,22,23,24,2026-06-21T17:24:16.401615+00:00,2026-06-21T17:23:16.415249+00:00,1,780,2026-06-21T17:23:16.415249+00:00,13,23,23,1,true,false,13,23,23,1,true,false,13,23,23,1,true,false,13,23,23,1,true,false
B,toronto,2026-06-21,20260621T181719-0400,2026-06-21T22:17:19.336849+00:00,18:17:18.516630,1097,other,C,M5_cutoff_change,timestamp_set_changed,1080,,,17,23,24,24,2026-06-21T22:17:19.336849+00:00,2026-06-21T22:15:18.848370+00:00,1,1080,2026-06-21T22:15:18.848370+00:00,18,24,24,1,true,false,18,24,24,1,true,false,18,24,24,1,true,false,18,24,24,1,true,false
B,toronto,2026-06-26,20260626T081425-0400,2026-06-26T12:14:25.248682+00:00,08:14:24.768015,494,other,C,M5_cutoff_change,timestamp_set_changed,480,,,7,17,18,24,2026-06-26T12:14:25.248682+00:00,2026-06-26T12:13:24.942083+00:00,1,480,2026-06-26T12:13:24.942083+00:00,8,18,18,1,true,false,8,18,18,1,true,false,8,18,18,1,true,false,8,18,18,1,true,false
B,toronto,2026-06-26,20260626T081730-0400,2026-06-26T12:17:30.451378+00:00,08:17:29.988081,497,other,C,M5_cutoff_change,timestamp_set_changed,480,,,7,17,18,24,2026-06-26T12:17:30.451378+00:00,2026-06-26T12:16:24.746307+00:00,1,480,2026-06-26T12:16:24.746307+00:00,8,18,18,1,true,false,8,18,18,1,true,false,8,18,18,1,true,false,8,18,18,1,true,false
C,atlanta,2026-07-03,20260703T015857-0400,2026-07-03T05:58:57.370072+00:00,01:58:56.659154,118,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,82.94,84.02,93,2026-07-03T05:58:57.370072+00:00,2026-07-03T05:50:17.436860+00:00,0,,,7,82.94,84.02,0,false,false,7,82.94,84.02,0,false,false,7,82.94,84.02,0,false,false,7,82.94,84.02,0,false,false
C,atlanta,2026-07-03,20260703T025511-0400,2026-07-03T06:55:11.134754+00:00,02:55:10.954797,175,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,82.04,82.94,93,2026-07-03T06:55:11.134754+00:00,2026-07-03T06:51:29.254285+00:00,0,,,7,82.04,82.94,0,false,false,7,82.04,82.94,0,false,false,7,82.04,82.94,0,false,false,7,82.04,82.94,0,false,false
C,atlanta,2026-07-03,20260703T035511-0400,2026-07-03T07:55:11.690030+00:00,03:55:11.496058,235,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,80.96,82.04,93,2026-07-03T07:55:11.690030+00:00,2026-07-03T07:46:20.277851+00:00,0,,,7,80.96,82.04,0,false,false,7,80.96,82.04,0,false,false,7,80.96,82.04,0,false,false,7,80.96,82.04,0,false,false
C,atlanta,2026-07-03,20260703T045511-0400,2026-07-03T08:55:11.741912+00:00,04:55:11.471277,295,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,80.06,80.96,93,2026-07-03T08:55:11.741912+00:00,2026-07-03T08:49:53.952768+00:00,0,,,7,80.06,80.96,0,false,false,7,80.06,80.96,0,false,false,7,80.06,80.96,0,false,false,7,80.06,80.96,0,false,false
C,atlanta,2026-07-05,20260705T015444054535-0400,2026-07-05T05:54:44.054535+00:00,01:54:43.791535,114,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,78.98,82.04,93,2026-07-05T05:54:44.054535+00:00,2026-07-05T05:50:11.611009+00:00,0,,,7,78.98,82.04,0,false,false,7,78.98,82.04,0,false,false,7,78.98,82.04,0,false,false,7,78.98,82.04,0,false,false
C,atlanta,2026-07-05,20260705T025543489191-0400,2026-07-05T06:55:43.489191+00:00,02:55:43.317193,175,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,75.92,78.98,93,2026-07-05T06:55:43.489191+00:00,2026-07-05T06:53:45.566004+00:00,0,,,7,75.92,78.98,0,false,false,7,75.92,78.98,0,false,false,7,75.92,78.98,0,false,false,7,75.92,78.98,0,false,false
C,atlanta,2026-07-05,20260705T045543271299-0400,2026-07-05T08:55:43.271299+00:00,04:55:43.061601,295,pre_dawn,F,M2_empty_history,no_valid_row_change,,,,7,75.02,75.92,93,2026-07-05T08:55:43.271299+00:00,2026-07-05T08:51:42.291316+00:00,0,,,7,75.02,75.92,0,false,false,7,75.02,75.92,0,false,false,7,75.02,75.92,0,false,false,7,75.02,75.92,0,false,false
