stratum,market_id,target_date,snapshot_id,local_time,minute_of_day,high_so_far,prev_running_max,drop_degrees,wu_history_rows,wu_history_max_c,wu_current_max_since_7am_c,current_temp,rows_changed,rows_dropped,latest_datetime_changed,cutoff_hour_changed,previous_cutoff_hour,cutoff_hour,cutoff_delta,capture_minute,previous_capture_minute,rows_lost_within_window,source_kind,mechanism,settled_high
C,nyc,2026-07-03,20260703T035612-0400,03:56:12.142512,236,87.08,93.92,6.83999999999997,0,,,87.08,0,0,false,false,7,7,0,236,228,0,station,M2_empty_history,100
C,nyc,2026-07-03,20260703T045709-0400,04:57:09.773701,297,86,93.92,7.91999999999999,0,,,86,0,0,false,false,7,7,0,297,291,0,station,M2_empty_history,100
C,nyc,2026-07-03,20260703T060911-0400,06:09:11.685255,369,84.02,93.92,9.89999999999999,0,,,84.02,0,0,false,false,7,7,0,369,364,0,station,M2_empty_history,100
C,nyc,2026-07-03,20260703T065614-0400,06:56:14.183029,416,82.94,93.92,10.98,0,,,82.94,0,0,false,false,7,7,0,416,409,0,station,M2_empty_history,100
C,nyc,2026-07-05,20260705T015931211243-0400,01:59:30.926545,119,75.02,75.92,0.900000000000006,0,,,75.02,0,0,false,false,7,7,0,119,115,0,station,M2_empty_history,78
C,nyc,2026-07-05,20260705T055542804883-0400,05:55:42.615894,355,73.94,75.92,1.98,0,,,73.94,0,0,false,false,7,7,0,355,355,0,station,M2_empty_history,78
C,nyc,2026-07-07,20260707T005604720438-0400,00:54:44.715675,54,64.94,66.92,1.98,0,,,64.94,0,0,false,false,7,7,0,54,37,0,station,M2_empty_history,72
C,nyc,2026-07-07,20260707T035252824028-0400,03:52:52.496602,232,64.04,66.92,2.88,0,,,64.04,0,0,false,false,7,7,0,232,223,0,station,M2_empty_history,72
C,nyc,2026-07-07,20260707T045621585577-0400,04:56:21.340783,296,64.04,66.92,2.88,0,,,64.04,0,0,false,false,7,7,0,296,287,0,station,M2_empty_history,72
C,nyc,2026-07-07,20260707T055427905035-0400,05:54:27.657937,354,62.96,66.92,3.96000000000001,0,,,62.96,0,0,false,false,7,7,0,354,350,0,station,M2_empty_history,72
C,nyc,2026-07-07,20260707T115653745234-0400,11:56:53.530920,716,66.02,69.08,3.06,0,,,66.02,0,0,false,false,11,11,0,716,716,0,station,M2_empty_history,72
C,nyc,2026-07-08,20260708T005639793520-0400,00:56:39.541523,56,68,69.08,1.08,0,,,68,0,0,false,false,7,7,0,56,52,0,station,M2_empty_history,87
C,nyc,2026-07-08,20260708T013350269449-0400,01:33:49.865267,93,66.92,69.08,2.16,0,,,66.92,0,0,false,false,7,7,0,93,92,0,station,M2_empty_history,87
C,nyc,2026-07-08,20260708T025249846276-0400,02:52:49.159429,172,66.02,69.08,3.06,0,,,66.02,0,0,false,false,7,7,0,172,165,0,station,M2_empty_history,87
C,nyc,2026-07-09,20260709T005439404702-0400,00:54:37.930299,54,75.02,75.92,0.900000000000006,0,,,75.02,0,0,false,false,7,7,0,54,45,0,station,M2_empty_history,87
C,nyc,2026-07-09,20260709T015538018096-0400,01:55:37.741791,115,73.94,75.92,1.98,0,,,73.94,0,0,false,false,7,7,0,115,109,0,station,M2_empty_history,87
C,nyc,2026-07-10,20260710T005613958862-0400,00:56:13.647648,56,75.92,77,1.08,0,,,75.92,0,0,false,false,7,7,0,56,55,0,station,M2_empty_history,88
C,nyc,2026-07-10,20260710T010213945358-0400,01:02:13.577052,62,75.92,77,1.08,0,,,75.92,0,0,false,false,7,7,0,62,61,0,station,M2_empty_history,88
C,nyc,2026-07-10,20260710T090851000888-0400,09:08:50.830562,548,78.08,80.96,2.88,0,,,78.08,0,0,false,true,8,9,1,548,539,0,station,M2_empty_history,88
C,nyc,2026-07-11,20260711T005356975375-0400,00:53:56.627375,53,80.06,82.04,1.98,0,,,80.06,0,0,false,false,7,7,0,53,46,0,station,M2_empty_history,82
C,nyc,2026-07-11,20260711T015434562174-0400,01:54:34.312567,114,78.08,82.04,3.96000000000001,0,,,78.08,0,0,false,false,7,7,0,114,106,0,station,M2_empty_history,82
C,nyc,2026-07-11,20260711T035548692811-0400,03:55:40.676551,235,75.92,82.04,6.12,0,,,75.92,0,0,false,false,7,7,0,235,227,0,station,M2_empty_history,82
C,nyc,2026-07-11,20260711T045421869281-0400,04:54:08.771026,294,73.94,82.04,8.10000000000001,0,,,73.94,0,0,false,false,7,7,0,294,280,0,station,M2_empty_history,82
C,nyc,2026-07-11,20260711T055503469078-0400,05:55:03.165334,355,73.04,82.04,9,0,,,73.04,0,0,false,false,7,7,0,355,346,0,station,M2_empty_history,82
C,nyc,2026-07-11,20260711T162412991518-0400,16:24:12.752502,984,73.04,82.04,9,0,,,73.04,0,0,false,false,16,16,0,984,975,0,station,M2_empty_history,82
C,nyc,2026-07-14,20260714T005729171092-0400,00:57:27.691939,57,75.92,77,1.08,0,,,75.92,0,0,false,false,7,7,0,57,48,0,station,M2_empty_history,92
C,nyc,2026-07-14,20260714T015519052491-0400,01:55:18.737373,115,75.02,77,1.98,0,,,75.02,0,0,false,false,7,7,0,115,107,0,station,M2_empty_history,92
C,nyc,2026-07-14,20260714T025519307018-0400,02:55:19.058041,175,73.94,77,3.06,0,,,73.94,0,0,false,false,7,7,0,175,166,0,station,M2_empty_history,92
C,nyc,2026-07-14,20260714T045627422974-0400,04:56:27.247067,296,73.94,77,3.06,0,,,73.94,0,0,false,false,7,7,0,296,294,0,station,M2_empty_history,92
C,nyc,2026-07-15,20260715T005510137033-0400,00:55:09.790684,55,86,87.08,1.08000000000001,0,,,86,0,0,false,false,7,7,0,55,52,0,station,M2_empty_history,98
C,nyc,2026-07-15,20260715T015541473526-0400,01:55:40.998724,115,84.02,87.08,3.06000000000002,0,,,84.02,0,0,false,false,7,7,0,115,109,0,station,M2_empty_history,98
C,nyc,2026-07-15,20260715T025432178355-0400,02:54:31.436399,174,82.94,87.08,4.14000000000001,0,,,82.94,0,0,false,false,7,7,0,174,170,0,station,M2_empty_history,98
C,nyc,2026-07-15,20260715T035429048092-0400,03:54:28.824516,234,82.04,87.08,5.04000000000001,0,,,82.04,0,0,false,false,7,7,0,234,225,0,station,M2_empty_history,98
C,nyc,2026-07-15,20260715T055528448546-0400,05:55:28.171422,355,80.96,87.08,6.12000000000002,0,,,80.96,0,0,false,false,7,7,0,355,352,0,station,M2_empty_history,98
C,nyc,2026-07-15,20260715T085839602037-0400,08:58:39.259244,538,84.02,87.08,3.06000000000002,0,,,84.02,0,0,false,false,8,8,0,538,535,0,station,M2_empty_history,98
C,nyc,2026-07-15,20260715T091439353811-0400,09:14:39.131042,554,84.02,87.08,3.06000000000002,0,,,84.02,0,0,false,false,9,9,0,554,553,0,station,M2_empty_history,98
C,nyc,2026-07-16,20260716T015538980512-0400,01:55:38.660048,115,80.06,80.96,0.899999999999991,0,,,80.06,0,0,false,false,7,7,0,115,110,0,station,M2_empty_history,88
C,nyc,2026-07-16,20260716T035640303231-0400,03:56:40.115152,236,78.98,80.96,1.97999999999999,0,,,78.98,0,0,false,false,7,7,0,236,229,0,station,M2_empty_history,88
C,nyc,2026-07-16,20260716T055441825187-0400,05:54:41.657651,354,78.08,80.96,2.88,0,,,78.08,0,0,false,false,7,7,0,354,347,0,station,M2_empty_history,88
C,nyc,2026-07-16,20260716T141154210399-0400,14:11:53.905302,851,84.02,84.92,0.899999999999991,0,,,82.94,0,0,false,false,14,14,0,851,850,0,station,M6_unexplained,88
C,nyc,2026-07-16,20260716T155503849117-0400,15:55:03.480135,955,86,87.08,1.08000000000001,0,,,86,0,0,false,false,15,15,0,955,951,0,station,M2_empty_history,88
C,nyc,2026-07-17,20260717T005540392621-0400,00:55:40.123736,55,78.98,80.96,1.97999999999999,0,,,78.98,0,0,false,false,7,7,0,55,46,0,station,M2_empty_history,87
C,nyc,2026-07-17,20260717T015443337063-0400,01:54:43.030006,114,78.08,80.96,2.88,0,,,78.08,0,0,false,false,7,7,0,114,110,0,station,M2_empty_history,87
C,nyc,2026-07-17,20260717T025524103916-0400,02:55:23.074312,175,77,80.96,3.95999999999999,0,,,77,0,0,false,false,7,7,0,175,166,0,station,M2_empty_history,87
C,nyc,2026-07-17,20260717T035542645372-0400,03:55:42.365248,235,75.92,80.96,5.03999999999999,0,,,75.92,0,0,false,false,7,7,0,235,230,0,station,M2_empty_history,87
C,nyc,2026-07-17,20260717T045541848495-0400,04:55:41.606769,295,75.02,80.96,5.94,0,,,75.02,0,0,false,false,7,7,0,295,293,0,station,M2_empty_history,87
C,nyc,2026-07-17,20260717T055549568641-0400,05:55:49.341717,355,73.94,80.96,7.02,0,,,73.94,0,0,false,false,7,7,0,355,348,0,station,M2_empty_history,87
C,nyc,2026-07-18,20260718T015630056454-0400,01:56:29.756633,116,75.02,75.92,0.900000000000006,0,,,75.02,0,0,false,false,7,7,0,116,110,0,station,M2_empty_history,80
C,nyc,2026-07-19,20260719T035532645255-0400,03:55:32.198412,235,77,78.08,1.08,0,,,77,0,0,false,false,7,7,0,235,229,0,station,M2_empty_history,81
C,nyc,2026-07-19,20260719T045531728826-0400,04:55:31.517408,295,75.92,78.08,2.16,0,,,75.92,0,0,false,false,7,7,0,295,293,0,station,M2_empty_history,81
C,nyc,2026-07-19,20260719T055532579157-0400,05:55:32.259228,355,75.02,78.08,3.06,0,,,75.02,0,0,false,false,7,7,0,355,348,0,station,M2_empty_history,81
C,nyc,2026-07-19,20260719T065639452598-0400,06:56:39.195806,416,73.94,78.08,4.14,0,,,73.94,0,0,false,false,7,7,0,416,412,0,station,M2_empty_history,81
C,nyc,2026-07-19,20260719T101436310278-0400,10:14:36.053747,614,73.94,78.08,4.14,0,,,73.94,0,0,false,false,10,10,0,614,613,0,station,M2_empty_history,81
C,nyc,2026-07-20,20260720T005617530760-0400,00:56:17.290206,56,71.96,73.94,1.98,0,,,71.96,0,0,false,false,7,7,0,56,51,0,station,M2_empty_history,82
C,nyc,2026-07-20,20260720T015735735319-0400,01:57:35.147865,117,71.06,73.94,2.88,0,,,71.06,0,0,false,false,7,7,0,117,116,0,station,M2_empty_history,82
C,nyc,2026-07-20,20260720T025538701757-0400,02:55:38.327369,175,69.08,73.94,4.86,0,,,69.08,0,0,false,false,7,7,0,175,171,0,station,M2_empty_history,82
C,nyc,2026-07-20,20260720T045637093989-0400,04:56:36.853500,296,68,73.94,5.94,0,,,68,0,0,false,false,7,7,0,296,290,0,station,M2_empty_history,82
C,nyc,2026-07-20,20260720T055639571375-0400,05:56:39.334363,356,66.92,73.94,7.02,0,,,66.92,0,0,false,false,7,7,0,356,354,0,station,M2_empty_history,82
C,nyc,2026-07-20,20260720T125859204383-0400,12:58:58.890608,778,75.92,78.08,2.16,0,,,75.92,0,0,false,false,12,12,0,778,772,0,station,M2_empty_history,82
C,nyc,2026-07-21,20260721T050030698443-0400,05:00:29.653270,300,73.94,75.02,1.08,0,,,73.94,0,0,false,false,7,7,0,300,291,0,station,M2_empty_history,82
C,nyc,2026-07-21,20260721T140058515718-0400,14:00:58.301707,840,80.96,82.04,1.08000000000001,0,,,80.96,0,0,false,true,13,14,1,840,838,0,station,M2_empty_history,82
C,nyc,2026-07-21,20260721T160154865694-0400,16:01:53.211621,961,73.94,82.04,8.10000000000001,0,,,73.94,0,0,false,true,15,16,1,961,952,0,station,M2_empty_history,82
C,nyc,2026-07-22,20260722T015019200264-0400,01:50:18.280764,110,75.02,75.92,0.900000000000006,0,,,75.02,0,0,false,false,7,7,0,110,101,0,station,M2_empty_history,88
C,nyc,2026-07-22,20260722T070148058248-0400,07:01:47.037167,421,75.02,75.92,0.900000000000006,0,,,75.02,0,0,false,false,7,7,0,421,412,0,station,M2_empty_history,88
C,nyc,2026-07-23,20260723T005340753243-0400,00:53:40.483591,53,73.04,75.02,1.97999999999999,0,,,73.04,0,0,false,false,7,7,0,53,47,0,station,M2_empty_history,81
C,nyc,2026-07-23,20260723T015423853462-0400,01:54:23.569322,114,71.96,75.02,3.06,0,,,71.96,0,0,false,false,7,7,0,114,111,0,station,M2_empty_history,81
C,nyc,2026-07-23,20260723T025537048936-0400,02:55:35.988998,175,71.06,75.02,3.95999999999999,0,,,71.06,0,0,false,false,7,7,0,175,166,0,station,M2_empty_history,81
C,nyc,2026-07-23,20260723T035422087135-0400,03:54:21.832526,234,69.08,75.02,5.94,0,,,69.08,0,0,false,false,7,7,0,234,230,0,station,M2_empty_history,81
C,nyc,2026-07-23,20260723T045432437926-0400,04:54:32.244610,294,68,75.02,7.02,0,,,68,0,0,false,false,7,7,0,294,285,0,station,M2_empty_history,81
C,nyc,2026-07-23,20260723T055523349954-0400,05:55:22.979611,355,66.92,75.02,8.09999999999999,0,,,66.92,0,0,false,false,7,7,0,355,350,0,station,M2_empty_history,81
C,nyc,2026-07-23,20260723T085631701469-0400,08:56:31.502508,536,68,75.02,7.02,0,,,68,0,0,false,false,8,8,0,536,534,0,station,M2_empty_history,81
C,nyc,2026-07-24,20260724T035223556913-0400,03:52:23.272220,232,71.06,71.96,0.899999999999991,0,,,71.06,0,0,false,false,7,7,0,232,228,0,station,M2_empty_history,82
C,nyc,2026-07-24,20260724T045443826852-0400,04:54:43.526396,294,69.98,71.96,1.97999999999999,0,,,69.98,0,0,false,false,7,7,0,294,286,0,station,M2_empty_history,82
C,nyc,2026-07-24,20260724T055255535127-0400,05:52:54.506112,352,69.08,71.96,2.88,0,,,69.08,0,0,false,false,7,7,0,352,343,0,station,M2_empty_history,82
C,nyc,2026-07-24,20260724T060118241731-0400,06:01:18.049613,361,69.08,71.96,2.88,0,,,69.08,0,0,false,false,7,7,0,361,360,0,station,M2_empty_history,82
C,nyc,2026-07-24,20260724T100313523418-0400,10:03:13.301054,603,73.04,75.02,1.97999999999999,0,,,73.04,0,0,false,true,9,10,1,603,598,0,station,M2_empty_history,82
C,nyc,2026-07-24,20260724T120025629966-0400,12:00:25.422089,720,78.08,78.98,0.900000000000006,0,,,78.08,0,0,false,true,11,12,1,720,717,0,station,M2_empty_history,82
C,nyc,2026-07-25,20260725T015423443007-0400,01:54:23.103080,114,71.06,71.96,0.899999999999991,0,,,71.06,0,0,false,false,7,7,0,114,110,0,station,M2_empty_history,79
C,nyc,2026-07-25,20260725T025434987879-0400,02:54:34.038168,174,69.98,71.96,1.97999999999999,0,,,69.98,0,0,false,false,7,7,0,174,174,0,station,M2_empty_history,79
C,nyc,2026-07-25,20260725T035423767894-0400,03:54:23.613912,234,69.08,71.96,2.88,0,,,69.08,0,0,false,false,7,7,0,234,229,0,station,M2_empty_history,79
C,nyc,2026-07-25,20260725T045444401842-0400,04:54:40.540121,294,68,71.96,3.95999999999999,0,,,68,0,0,false,false,7,7,0,294,286,0,station,M2_empty_history,79
C,nyc,2026-07-25,20260725T055322670508-0400,05:53:22.367082,353,66.92,71.96,5.03999999999999,0,,,66.92,0,0,false,false,7,7,0,353,350,0,station,M2_empty_history,79
C,nyc,2026-07-25,20260725T160036606276-0400,16:00:36.388057,960,78.08,78.98,0.900000000000006,0,,,78.08,0,0,false,true,15,16,1,960,953,0,station,M2_empty_history,79
C,nyc,2026-07-25,20260725T161433102550-0400,16:14:32.890757,974,75.92,78.98,3.06,0,,,75.92,0,0,false,false,16,16,0,974,969,0,station,M2_empty_history,79
C,nyc,2026-07-26,20260726T005923136141-0400,00:59:22.160298,59,69.98,71.06,1.08,0,,,69.98,0,0,false,false,7,7,0,59,50,0,station,M2_empty_history,82
C,nyc,2026-07-26,20260726T025522840024-0400,02:55:22.507845,175,69.08,71.06,1.98,0,,,69.08,0,0,false,false,7,7,0,175,168,0,station,M2_empty_history,82
C,nyc,2026-07-26,20260726T045929805725-0400,04:59:28.523685,299,68,71.06,3.06,0,,,68,0,0,false,false,7,7,0,299,290,0,station,M2_empty_history,82
C,nyc,2026-07-26,20260726T085731507156-0400,08:57:31.303752,537,71.06,71.96,0.899999999999991,0,,,71.06,0,0,false,false,8,8,0,537,534,0,station,M2_empty_history,82
C,nyc,2026-07-27,20260727T020024828329-0400,02:00:23.779597,120,73.94,75.02,1.08,0,,,73.94,0,0,false,false,7,7,0,120,111,0,station,M2_empty_history,84
C,nyc,2026-07-27,20260727T025506852392-0400,02:55:05.892609,175,73.04,75.02,1.97999999999999,0,,,73.04,0,0,false,false,7,7,0,175,166,0,station,M2_empty_history,84
C,nyc,2026-07-28,20260728T005521648565-0400,00:55:20.434405,55,75.02,75.92,0.900000000000006,0,,,75.02,0,0,false,false,7,7,0,55,46,0,station,M2_empty_history,80
C,nyc,2026-07-28,20260728T030040164926-0400,03:00:39.189616,180,73.94,75.92,1.98,0,,,73.94,0,0,false,false,7,7,0,180,171,0,station,M2_empty_history,80
C,nyc,2026-07-28,20260728T045441453084-0400,04:54:40.558197,294,73.04,75.92,2.88,0,,,73.04,0,0,false,false,7,7,0,294,291,0,station,M2_empty_history,80
C,nyc,2026-07-28,20260728T055426693742-0400,05:54:26.493153,354,71.96,75.92,3.96000000000001,0,,,71.96,0,0,false,false,7,7,0,354,346,0,station,M2_empty_history,80
C,nyc,2026-07-28,20260728T065635864343-0400,06:56:35.653585,416,71.96,75.92,3.96000000000001,0,,,71.96,0,0,false,false,7,7,0,416,414,0,station,M2_empty_history,80
C,nyc,2026-07-28,20260728T065839759369-0400,06:58:39.551046,418,71.96,75.92,3.96000000000001,0,,,71.96,0,0,false,false,7,7,0,418,417,0,station,M2_empty_history,80
C,nyc,2026-07-28,20260728T105627006307-0400,10:56:26.824885,656,78.8,80.06,1.26000000000001,0,,,78.8,0,0,false,false,10,10,0,656,654,0,station,M2_empty_history,80
C,nyc,2026-07-29,20260729T001544242628-0400,00:15:43.941036,15,73.94,75.02,1.08,0,,,73.94,0,0,false,false,7,7,0,15,9,0,station,M2_empty_history,81
C,nyc,2026-07-29,20260729T015002456847-0400,01:50:01.374253,110,71.6,75.02,3.42,0,,,71.6,0,0,false,false,7,7,0,110,100,0,station,M2_empty_history,81
C,nyc,2026-07-29,20260729T015907956749-0400,01:59:06.886064,119,71.06,75.02,3.95999999999999,0,,,71.06,0,0,false,false,7,7,0,119,110,0,station,M2_empty_history,81
C,nyc,2026-07-29,20260729T021727283868-0400,02:17:26.223557,137,69.98,75.02,5.03999999999999,0,,,69.98,0,0,false,false,7,7,0,137,128,0,station,M2_empty_history,81
C,nyc,2026-07-29,20260729T035757024392-0400,03:57:56.013432,237,69.98,75.02,5.03999999999999,0,,,69.98,0,0,false,false,7,7,0,237,228,0,station,M2_empty_history,81
C,nyc,2026-07-29,20260729T135534601557-0400,13:55:34.390628,835,78.08,78.98,0.900000000000006,0,,,78.08,0,0,false,false,13,13,0,835,833,0,station,M2_empty_history,81
C,nyc,2026-07-30,20260730T025637902854-0400,02:56:36.858790,176,71.06,71.96,0.899999999999991,0,,,71.06,0,0,false,false,7,7,0,176,167,0,station,M2_empty_history,76
C,nyc,2026-07-30,20260730T045435073086-0400,04:54:34.204905,294,69.98,71.96,1.97999999999999,0,,,69.98,0,0,false,false,7,7,0,294,286,0,station,M2_empty_history,76
C,nyc,2026-07-30,20260730T054526115288-0400,05:45:25.961792,345,69.08,71.96,2.88,0,,,69.08,0,0,false,false,7,7,0,345,340,0,station,M2_empty_history,76
C,nyc,2026-07-30,20260730T055226030751-0400,05:52:25.872347,352,69.08,71.96,2.88,0,,,69.08,0,0,false,false,7,7,0,352,351,0,station,M2_empty_history,76
C,san-francisco,2026-07-03,20260703T035918-0400,00:59:18.589237,59,55.94,57.02,1.08000000000001,0,,,55.94,0,0,false,false,7,7,0,59,55,0,station,M2_empty_history,69
C,san-francisco,2026-07-03,20260703T075920-0400,04:59:20.319552,299,55.94,57.02,1.08000000000001,0,,,55.94,0,0,false,false,7,7,0,299,291,0,station,M2_empty_history,69
C,san-francisco,2026-07-04,20260704T152741720694-0400,12:27:41.451111,747,55.04,66.02,10.98,0,,,55.04,0,0,false,false,12,12,0,747,742,0,station,M2_empty_history,68
C,san-francisco,2026-07-05,20260705T075858092793-0400,04:58:57.830201,298,55.94,57.02,1.08000000000001,0,,,55.94,0,0,false,false,7,7,0,298,290,0,station,M2_empty_history,68
C,san-francisco,2026-07-05,20260705T113327065752-0400,08:33:26.802530,513,57.02,57.92,0.899999999999999,0,,,57.02,0,0,false,false,8,8,0,513,504,0,station,M2_empty_history,68
C,san-francisco,2026-07-05,20260705T131247354274-0400,10:12:47.090363,612,60.08,62.96,2.88,0,,,60.08,0,0,false,false,10,10,0,612,604,0,station,M2_empty_history,68
C,san-francisco,2026-07-05,20260705T142625655377-0400,11:26:25.407492,686,62.96,64.94,1.98,0,,,62.96,0,0,false,false,11,11,0,686,686,0,station,M2_empty_history,68
C,san-francisco,2026-07-08,20260708T065955778697-0400,03:59:55.442846,239,55.04,55.94,0.899999999999999,0,,,55.04,0,0,false,false,7,7,0,239,238,0,station,M2_empty_history,64
C,san-francisco,2026-07-09,20260709T055943660610-0400,02:59:42.957887,179,55.04,55.94,0.899999999999999,0,,,55.04,0,0,false,false,7,7,0,179,173,0,station,M2_empty_history,67
C,san-francisco,2026-07-09,20260709T090413158520-0400,06:04:12.833050,364,55.04,55.94,0.899999999999999,0,,,55.04,0,0,false,false,7,7,0,364,358,0,station,M2_empty_history,67
C,san-francisco,2026-07-09,20260709T115639342341-0400,08:56:39.038079,536,55.04,55.94,0.899999999999999,0,,,55.04,0,0,false,false,8,8,0,536,527,0,station,M2_empty_history,67
C,san-francisco,2026-07-09,20260709T121735047322-0400,09:17:33.433642,557,55.94,57.02,1.08000000000001,0,,,55.94,0,0,false,false,9,9,0,557,546,0,station,M2_empty_history,67
C,san-francisco,2026-07-09,20260709T150020114535-0400,12:00:19.820510,720,62.06,62.96,0.899999999999999,0,,,62.06,0,0,false,true,11,12,1,720,719,0,station,M2_empty_history,67
C,san-francisco,2026-07-10,20260710T035932851953-0400,00:59:31.306741,59,55.94,57.02,1.08000000000001,0,,,55.94,0,0,false,false,7,7,0,59,44,0,station,M2_empty_history,65
C,san-francisco,2026-07-10,20260710T085900070611-0400,05:58:59.520378,358,55.04,57.02,1.98,0,,,55.04,0,0,false,false,7,7,0,358,351,0,station,M2_empty_history,65
C,san-francisco,2026-07-10,20260710T130423711566-0400,10:04:23.340565,604,57.92,60.08,2.16,0,,,57.92,0,0,false,false,10,10,0,604,601,0,station,M2_empty_history,65
C,san-francisco,2026-07-11,20260711T050056180518-0400,02:00:55.439624,120,53.96,55.04,1.08,0,,,53.96,0,0,false,false,7,7,0,120,101,0,station,M2_empty_history,67
C,san-francisco,2026-07-11,20260711T055914659725-0400,02:59:14.355500,179,53.06,55.04,1.98,0,,,53.06,0,0,false,false,7,7,0,179,176,0,station,M2_empty_history,67
C,san-francisco,2026-07-11,20260711T121703140852-0400,09:17:01.767237,557,57.02,60.08,3.06,0,,,57.02,0,0,false,false,9,9,0,557,555,0,station,M2_empty_history,67
C,san-francisco,2026-07-14,20260714T035924104835-0400,00:59:23.804078,59,60.98,62.96,1.97999999999999,0,,,60.98,0,0,false,false,7,7,0,59,55,0,station,M2_empty_history,81
C,san-francisco,2026-07-14,20260714T060039108513-0400,03:00:38.872929,180,60.98,62.96,1.97999999999999,0,,,60.98,0,0,false,false,7,7,0,180,174,0,station,M2_empty_history,81
C,san-francisco,2026-07-14,20260714T065931734161-0400,03:59:31.331904,239,60.08,62.96,2.88,0,,,60.08,0,0,false,false,7,7,0,239,237,0,station,M2_empty_history,81
C,san-francisco,2026-07-15,20260715T035845472403-0400,00:58:45.155809,58,62.96,64.04,1.08000000000001,0,,,62.96,0,0,false,false,7,7,0,58,55,0,station,M2_empty_history,73
C,san-francisco,2026-07-15,20260715T045904697458-0400,01:59:03.706213,119,60.98,64.04,3.06,0,,,60.98,0,0,false,false,7,7,0,119,109,0,station,M2_empty_history,73
C,san-francisco,2026-07-15,20260715T065939107199-0400,03:59:38.911481,239,59,64.04,5.04000000000001,0,,,59,0,0,false,false,7,7,0,239,237,0,station,M2_empty_history,73
C,san-francisco,2026-07-15,20260715T140046482891-0400,11:00:46.217778,660,66.92,69.08,2.16,0,,,66.92,0,0,false,true,10,11,1,660,659,0,station,M2_empty_history,73
C,san-francisco,2026-07-16,20260716T051051559937-0400,02:10:50.601566,130,57.92,59,1.08,0,,,57.92,0,0,false,false,7,7,0,130,121,0,station,M2_empty_history,69
C,san-francisco,2026-07-17,20260717T040045508985-0400,01:00:45.018417,60,57.02,57.92,0.899999999999999,0,,,57.02,0,0,false,false,7,7,0,60,55,0,station,M2_empty_history,67
C,san-francisco,2026-07-17,20260717T064951982557-0400,03:49:51.565750,229,55.94,57.92,1.98,0,,,55.94,0,0,false,false,7,7,0,229,228,0,station,M2_empty_history,67
C,san-francisco,2026-07-17,20260717T075954529924-0400,04:59:54.257060,299,55.94,57.92,1.98,0,,,55.94,0,0,false,false,7,7,0,299,292,0,station,M2_empty_history,67
C,san-francisco,2026-07-17,20260717T093707639979-0400,06:37:07.154472,397,55.94,57.92,1.98,0,,,55.94,0,0,false,false,7,7,0,397,389,0,station,M2_empty_history,67
C,san-francisco,2026-07-18,20260718T085953391563-0400,05:59:53.233761,359,57.92,59,1.08,0,,,57.92,0,0,false,false,7,7,0,359,358,0,station,M2_empty_history,71
C,san-francisco,2026-07-19,20260719T090038968687-0400,06:00:38.757068,360,55.04,55.94,0.899999999999999,0,,,55.04,0,0,false,false,7,7,0,360,358,0,station,M2_empty_history,65
C,san-francisco,2026-07-20,20260720T045945030132-0400,01:59:44.873912,119,59,60.08,1.08,0,,,59,0,0,false,false,7,7,0,119,118,0,station,M2_empty_history,70
C,san-francisco,2026-07-20,20260720T050156175655-0400,02:01:55.970286,121,59,60.08,1.08,0,,,59,0,0,false,false,7,7,0,121,120,0,station,M2_empty_history,70
C,san-francisco,2026-07-20,20260720T065848546910-0400,03:58:48.312315,238,59,60.08,1.08,0,,,59,0,0,false,false,7,7,0,238,237,0,station,M2_empty_history,70
C,san-francisco,2026-07-20,20260720T113410341314-0400,08:34:09.761020,514,60.08,60.98,0.900000000000006,0,,,60.08,0,0,false,false,8,8,0,514,507,0,station,M2_empty_history,70
C,san-francisco,2026-07-20,20260720T131811286257-0400,10:18:11.066433,618,62.96,64.04,1.08000000000001,0,,,62.96,0,0,false,false,10,10,0,618,616,0,station,M2_empty_history,70
C,san-francisco,2026-07-22,20260722T055938224624-0400,02:59:37.927385,179,68,69.98,1.98,0,,,68,0,0,false,false,7,7,0,179,175,0,station,M2_empty_history,73
C,san-francisco,2026-07-22,20260722T065938892911-0400,03:59:38.628758,239,66.92,69.98,3.06,0,,,66.92,0,0,false,false,7,7,0,239,230,0,station,M2_empty_history,73
C,san-francisco,2026-07-22,20260722T075846935029-0400,04:58:46.780934,298,66.02,69.98,3.96000000000001,0,,,66.02,0,0,false,false,7,7,0,298,294,0,station,M2_empty_history,73
C,san-francisco,2026-07-22,20260722T080557690214-0400,05:05:57.364321,305,66.02,69.98,3.96000000000001,0,,,66.02,0,0,false,false,7,7,0,305,304,0,station,M2_empty_history,73
C,san-francisco,2026-07-22,20260722T085902530774-0400,05:59:02.350907,359,64.94,69.98,5.04000000000001,0,,,64.94,0,0,false,false,7,7,0,359,358,0,station,M2_empty_history,73
C,san-francisco,2026-07-22,20260722T130042279388-0400,10:00:42.040539,600,68,69.98,1.98,0,,,68,0,0,false,true,9,10,1,600,598,0,station,M2_empty_history,73
C,san-francisco,2026-07-22,20260722T134756079302-0400,10:47:55.802844,647,68,69.98,1.98,0,,,68,0,0,false,false,10,10,0,647,640,0,station,M2_empty_history,73
C,san-francisco,2026-07-22,20260722T135900376886-0400,10:58:59.328620,658,69.08,71.06,1.98,0,,,69.08,0,0,false,false,10,10,0,658,658,0,station,M2_empty_history,73
